info,Samp_ID,samp_mg,Ntime_min,N_resp,N_wght_mg,N_wght_p,ele_N,NC_resp_r,Ctime_min,C_resp,C_wght_mg,C_wght_p,ele_C,CC_resp_r,,,,,
VIL-GG-0007-85 DEAD_8_25_2023 1_10_01 PM_028,VIL-GG-0007-85 DEAD,0.772,1.849,17.691,0.011,1.39,Nitrogen,0.009,3.156,1958.444,0.293,37.93,Carbon,1,,,,,
VILL-0007-15_GREEN_8_23_2023 12_04_04 PM_032,VILL-0007-15_GREEN,,3.183,,1.84,263.694,0.108,,3.41,Nitrogen,0.037,3,7093.41,1.105,,34.71,,,
VILL-0007-15-DRY_8_10_2023 4_09_31 PM_062,VILL-0007-15-DRY,4.678,1.876,173.928,0.071,1.51,Nitrogen,0.017,2.973,10276.697,1.626,34.75,Carbon,1,,,,,
VILL-0007-15-DRY_8_10_2023 4_09_31 PM_062,VILL-0007-15-DRY,4.678,1.876,173.928,0.071,1.51,Nitrogen,0.017,2.973,10276.697,1.626,34.75,Carbon,1,,,,,
VILL-0007-29_GREEN_8_22_2023 5_37_47 PM_077,VILL-0007-29_GREEN,3.053,1.831,273.372,0.112,3.67,Nitrogen,0.041,3,6713.651,1.051,34.44,Carbon,1,,,,,
VILL-0007-29-DRY_8_10_2023 3_33_24 PM_056,VILL-0007-29-DRY,4.869,1.876,160.657,0.066,1.35,Nitrogen,0.015,2.96,10924.11,1.735,35.63,Carbon,1,,,,,
VILL-0007-29-DRY_8_10_2023 3_33_24 PM_056,VILL-0007-29-DRY,4.869,1.876,160.657,0.066,1.35,Nitrogen,0.015,2.96,10924.11,1.735,35.63,Carbon,1,,,,,
VILL-0007-3_GREEN_8_23_2023 11_33_37 AM_027,VILL-0007-3_GREEN,,3.189,,1.84,309.913,0.127,,3.97,Nitrogen,0.041,2.991,7601.202,1.188,,37.24,,,
VILL-0007-3-DRY_8_10_2023 3_15_21 PM_053,VILL-0007-3-DRY,4.262,1.88,147.693,0.06,1.42,Nitrogen,0.015,2.978,10052.929,1.588,37.26,Carbon,1,,,,,
VILL-0007-3-DRY_8_10_2023 3_15_21 PM_053,VILL-0007-3-DRY,4.262,1.88,147.693,0.06,1.42,Nitrogen,0.015,2.978,10052.929,1.588,37.26,Carbon,1,,,,,
VILL-0007-40__8_24_2023 3_28_29 PM_065,VILL-0007-40_,3.385,1.827,299.639,0.123,3.62,Nitrogen,0.039,2.982,7700.29,1.21,35.75,Carbon,1,,,,,
VILL-0007-40-DRY_8_10_2023 4_27_33 PM_065,VILL-0007-40-DRY,4.965,1.876,162.538,0.066,1.33,Nitrogen,0.014,2.956,11310.44,1.801,36.27,Carbon,1,,,,,
VILL-0007-40-DRY_8_10_2023 4_27_33 PM_065,VILL-0007-40-DRY,4.965,1.876,162.538,0.066,1.33,Nitrogen,0.014,2.956,11310.44,1.801,36.27,Carbon,1,,,,,
VILL-0007-42_GREEN_8_23_2023 12_22_07 PM_035,VILL-0007-42_GREEN,,3.244,,1.84,276.85,0.114,,3.5,Nitrogen,0.038,3.004,7212.274,1.124,,34.66,,,
VILL-0007-42-DRY_8_10_2023 4_03_29 PM_061,VILL-0007-42-DRY,4.994,1.88,139.667,0.057,1.15,Nitrogen,0.012,2.956,11258.779,1.792,35.88,Carbon,1,,,,,
VILL-0007-42-DRY_8_10_2023 4_03_29 PM_061,VILL-0007-42-DRY,4.994,1.88,139.667,0.057,1.15,Nitrogen,0.012,2.956,11258.779,1.792,35.88,Carbon,1,,,,,
VILL-0007-43_GREEN_8_23_2023 11_58_03 AM_031,VILL-0007-43_GREEN,,3.346,,1.844,320.996,0.131,,3.92,Nitrogen,0.041,2.991,7762.158,1.214,,36.28,,,
VILL-0007-49_GREEN_8_22_2023 6_31_57 PM_086,VILL-0007-49_GREEN,3.127,1.831,278.888,0.114,3.65,Nitrogen,0.039,2.996,7223.452,1.135,36.29,Carbon,1,,,,,
VILL-0007-49-DRY_8_10_2023 3_57_29 PM_060,VILL-0007-49-DRY,4.488,1.876,126.913,0.052,1.16,Nitrogen,0.012,2.969,10367.458,1.641,36.57,Carbon,1,,,,,
VILL-0007-49-DRY_8_10_2023 3_57_29 PM_060,VILL-0007-49-DRY,4.488,1.876,126.913,0.052,1.16,Nitrogen,0.012,2.969,10367.458,1.641,36.57,Carbon,1,,,,,
VILL-0007-50_GREEN_8_23_2023 11_39_38 AM_028,VILL-0007-50_GREEN,,3.435,,1.84,279.228,0.115,,3.34,Nitrogen,0.036,2.991,7761.416,1.214,,35.34,,,
VILL-0007-50-DRY_8_10_2023 3_09_20 PM_052,VILL-0007-50-DRY,4.305,1.871,163.795,0.067,1.55,Nitrogen,0.017,2.973,9704.199,1.53,35.54,Carbon,1,,,,,
VILL-0007-50-DRY_8_10_2023 3_09_20 PM_052,VILL-0007-50-DRY,4.305,1.871,163.795,0.067,1.55,Nitrogen,0.017,2.973,9704.199,1.53,35.54,Carbon,1,,,,,
VILL-0007-53_GREEN_8_22_2023 6_25_55 PM_085,VILL-0007-53_GREEN,3.219,1.836,286.168,0.117,3.64,Nitrogen,0.038,2.982,7506.709,1.181,36.69,Carbon,1,,,,,
VILL-0007-53-DRY_8_10_2023 3_51_27 PM_059,VILL-0007-53-DRY,4.172,1.876,156.65,0.064,1.53,Nitrogen,0.016,2.982,9762.556,1.54,36.9,Carbon,1,,,,,
VILL-0007-53-DRY_8_10_2023 3_51_27 PM_059,VILL-0007-53-DRY,4.172,1.876,156.65,0.064,1.53,Nitrogen,0.016,2.982,9762.556,1.54,36.9,Carbon,1,,,,,
VILL-0007-54_GREEN_8_23_2023 11_45_39 AM_029,VILL-0007-54_GREEN,,3.19,,1.84,274.405,0.113,,3.53,Nitrogen,0.038,3.004,7280.15,1.135,,35.59,,,
VILL-0007-54-DRY_8_10_2023 4_15_31 PM_063,VILL-0007-54-DRY,4.359,1.876,131.182,0.054,1.24,Nitrogen,0.013,2.978,9888.416,1.561,35.8,Carbon,1,,,,,
VILL-0007-54-DRY_8_10_2023 4_15_31 PM_063,VILL-0007-54-DRY,4.359,1.876,131.182,0.054,1.24,Nitrogen,0.013,2.978,9888.416,1.561,35.8,Carbon,1,,,,,
VILL-0007-56_GREEN_8_23_2023 12_16_06 PM_034,VILL-0007-56_GREEN,,3.09,,1.84,267.169,0.11,,3.55,Nitrogen,0.037,3,7239.96,1.129,,36.53,,,
VILL-0007-57_GREEN_8_22_2023 5_43_48 PM_078,VILL-0007-57_GREEN,3.045,1.831,249.164,0.102,3.36,Nitrogen,0.037,3,6814.878,1.068,35.07,Carbon,1,,,,,
VILL-0007-57-DRY_8_10_2023 3_27_23 PM_055,VILL-0007-57-DRY,4.045,1.88,119.585,0.049,1.22,Nitrogen,0.013,3,9088.69,1.428,35.29,Carbon,1,,,,,
VILL-0007-57-DRY_8_10_2023 3_27_23 PM_055,VILL-0007-57-DRY,4.045,1.88,119.585,0.049,1.22,Nitrogen,0.013,3,9088.69,1.428,35.29,Carbon,1,,,,,
VILL-0007-60_GREEN_8_22_2023 6_37_58 PM_087,VILL-0007-60_GREEN,3.316,1.831,275.001,0.113,3.4,Nitrogen,0.037,2.982,7524.005,1.184,35.7,Carbon,1,,,,,
VILL-0007-60-DRY_8_10_2023 3_45_27 PM_058,VILL-0007-60-DRY,4.204,1.876,102.898,0.043,1.02,Nitrogen,0.011,2.978,9648.227,1.521,36.17,Carbon,1,,,,,
VILL-0007-60-DRY_8_10_2023 3_45_27 PM_058,VILL-0007-60-DRY,4.204,1.876,102.898,0.043,1.02,Nitrogen,0.011,2.978,9648.227,1.521,36.17,Carbon,1,,,,,
VILL-0007-61_GREEN_8_22_2023 5_49_49 PM_079,VILL-0007-61_GREEN,3.108,1.831,276.161,0.113,3.64,Nitrogen,0.04,2.996,6899.908,1.082,34.81,Carbon,1,,,,,
VILL-0007-61-DRY_8_10_2023 4_21_33 PM_064,VILL-0007-61-DRY,4.43,1.876,134.258,0.055,1.24,Nitrogen,0.013,2.978,10052.657,1.588,35.85,Carbon,1,,,,,
VILL-0007-61-DRY_8_10_2023 4_21_33 PM_064,VILL-0007-61-DRY,4.43,1.876,134.258,0.055,1.24,Nitrogen,0.013,2.978,10052.657,1.588,35.85,Carbon,1,,,,,
VILL-0007-69_GREEN_8_23_2023 12_28_08 PM_036,VILL-0007-69_GREEN,,3.016,,1.84,238.425,0.098,,3.26,Nitrogen,0.035,3.013,6836.467,1.063,,35.25,,,
VILL-0007-69-DRY_8_10_2023 3_39_25 PM_057,VILL-0007-69-DRY,4.265,1.88,107.769,0.045,1.05,Nitrogen,0.011,2.987,9619.784,1.516,35.54,Carbon,1,,,,,
VILL-0007-69-DRY_8_10_2023 3_39_25 PM_057,VILL-0007-69-DRY,4.265,1.88,107.769,0.045,1.05,Nitrogen,0.011,2.987,9619.784,1.516,35.54,Carbon,1,,,,,
VILL-0007-77_GREEN_8_23_2023 11_27_36 AM_026,VILL-0007-77_GREEN,,3.053,,1.84,276.427,0.113,,3.72,Nitrogen,0.038,3,7212.947,1.124,,36.83,,,
VILL-0007-77-DRY_8_10_2023 3_21_22 PM_054,VILL-0007-77-DRY,4.629,1.88,181.115,0.074,1.59,Nitrogen,0.017,2.964,10861.741,1.724,37.25,Carbon,1,,,,,
VILL-0007-77-DRY_8_10_2023 3_21_22 PM_054,VILL-0007-77-DRY,4.629,1.88,181.115,0.074,1.59,Nitrogen,0.017,2.964,10861.741,1.724,37.25,Carbon,1,,,,,
VILL-0007-88_GREEN_8_23_2023 12_10_05 PM_033,VILL-0007-88_GREEN,,3.178,,1.84,271.767,0.112,,3.51,Nitrogen,0.039,3.013,7022.355,1.093,,34.4,,,
VILL-GG-0007-07 DEAD_8_25_2023 1_04_00 PM_027,VILL-GG-0007-07 DEAD,2.862,1.867,130.483,0.055,1.92,Nitrogen,0.019,3.044,6743.047,1.053,36.79,Carbon,1,,,,,
VILL-GG-0007-21 DEAD_8_25_2023 11_57_49 AM_016,VILL-GG-0007-21-DEAD,0.805,1.849,17.006,0.01,1.3,Nitrogen,0.009,3.156,1896.116,0.283,35.17,Carbon,1,,,,,
VILL-GG-0007-47 DEAD_8_25_2023 12_03_50 PM_017,VILL-GG-0007-47 DEAD,2.655,1.876,67.565,0.03,1.14,Nitrogen,0.011,3.053,6325.192,0.985,37.11,Carbon,1,,,,,
VILL-GG-0007-66 DEAD_8_25_2023 12_33_55 PM_022,VILL-GG-0007-66 DEAD,1.344,1.862,35.766,0.018,1.33,Nitrogen,0.011,3.124,3228.821,0.492,36.59,Carbon,1,,,,,
VILL-GG-0007-68_8_25_2023 11_51_48 AM_015,VILL-GG-0007-68,1.996,1.867,73.101,0.032,1.63,Nitrogen,0.016,3.093,4639.053,0.715,35.82,Carbon,1,,,,,
VILL-GG-0007-74 DEAD_8_25_2023 11_45_47 AM_014,VILL-GG-0007-74 DEAD,1.507,1.867,34.572,0.017,1.15,Nitrogen,0.01,3.111,3614.281,0.553,36.67,Carbon,1,,,,,
VILL-GG-0007-75 DEAD_8_25_2023 1_35_04 PM_032,VILL-GG-0007-75 DEAD,1.626,1.862,38.284,0.019,1.16,Nitrogen,0.009,3.102,4059.665,0.623,38.31,Carbon,1,,,,,
VILL-GG-0007-78 DEAD_8_25_2023 12_45_57 PM_024,VILL-GG-0007-78 DEAD,1.229,1.871,25.752,0.014,1.13,Nitrogen,0.009,3.133,2931.125,0.445,36.21,Carbon,1,,,,,
VILL-GG-0007-801 DEAD_8_25_2023 12_27_54 PM_021,VILL-GG-0007-801 DEAD,1.141,1.858,33.745,0.017,1.49,Nitrogen,0.013,3.138,2680.481,0.406,35.55,Carbon,1,,,,,
VILL-GG-0007-81 DEAD_8_25_2023 1_23_02 PM_030,VILL-GG-0007-81 DEAD,0.548,1.867,10.248,0.008,1.43,Nitrogen,0.008,3.173,1337.699,0.196,35.83,Carbon,1,,,,,
VILL-GG-0007-86 DEAD_8_25_2023 1_29_03 PM_031,VILL-GG-0007-86 DEAD,1.916,1.862,69.558,0.031,1.62,Nitrogen,0.015,3.093,4553.893,0.701,36.61,Carbon,1,,,,,
VILL-GG-0007-87 DEAD_8_25_2023 12_51_58 PM_025,VILL-GG-0007-87 DEAD,2.308,1.871,55.625,0.026,1.11,Nitrogen,0.01,3.071,5430.092,0.841,36.45,Carbon,1,,,,,
VILL-GG-0007-90 DEAD_8_25_2023 12_15_52 PM_019,VILL-GG-0007-90 DEAD,1.132,1.862,62.492,0.028,2.5,Nitrogen,0.022,3.142,2777.903,0.421,37.19,Carbon,1,,,,,
VILL-GG-0007-91 DEAD_8_25_2023 12_21_53 PM_020,VILL-GG-0007-91 DEAD,3.32,1.867,135.373,0.057,1.71,Nitrogen,0.018,3.031,7365.779,1.154,34.76,Carbon,1,,,,,
VILL-GG-0007-92 DEAD_8_25_2023 12_57_59 PM_026,VILL-GG-0007-92 DEAD,1.087,1.862,25.526,0.014,1.27,Nitrogen,0.01,3.142,2567.85,0.388,35.7,Carbon,1,,,,,
VILL-GG-0007-96_8_25_2023 12_09_51 PM_018,VILL-GG-0007-96,1.944,1.871,54.303,0.025,1.29,Nitrogen,0.012,3.089,4675.918,0.721,37.08,Carbon,1,,,,,
W20_8_24_2023 3_52_33 PM_069,W20,3.056,1.827,325.274,0.133,4.34,Nitrogen,0.041,2.96,8027.772,1.264,41.37,Carbon,1,,,,,
W42_8_24_2023 3_58_34 PM_070,W42,3.113,1.836,273.555,0.112,3.6,Nitrogen,0.035,2.969,7839.347,1.233,39.61,Carbon,1,,,,,
